Num,Movements,Exercise Type,Target Muscle,Movement Pattern,Equipment,Skills Level,Desc
859,Barbell Deadlift,Strength,Lower Back,Hinge,Barbell,Intermediate,"The Barbell Deadlift is a full-body, compound exercise used in powerlifting, weight lifting, and strength training It requires you to lift a barbell off the ground from a bent-over position This is a popular movement for developing strength and power in the posterior chain, including the glutes, hamstrings, and lower back It targets the major muscles around the hips and can also engage the upper body muscles, such as the lats, traps, and upper back"
860,Barbell Good Morning,Strength,Lower Back,Hinge,Barbell,Intermediate,"Barbell Good Morning is a compound movement exercise used to strengthen the posterior chain ??specifically the glutes, hamstrings, and lower back It is a great accessory movement for the deadlift and squat, as it heavily engages the extensions pattern muscles The exercise is done by holding a barbell behind the back and then leaning forward as if trying to touch the toes This can be done with either high or low bar placement depending on the fitness goals"
861,Up Conventional Deadlift,Strength,Lower Back,Hinge,Barbell,Intermediate,"The Up Conventional Deadlift is an exercise that focuses on technique to engage the entire body and build strength and stability It requires the lifter to keep the torso upright and engage the core throughout the movement By varying the set/rep scheme, the lifter can target different muscle groups and increase muscular endurance"
862,Kettlebell Deadlift,Strength,Lower Back,Hinge,Kettlebells,Intermediate,"The kettlebell deadlift is a core exercise for weight and power training that increases muscle strength, endurance, and coordination, while also engaging and strengthening the entire body It involves grasping a weight in one hand and lifting it from the floor while maintaining good posture It is a full-body movement that has the power to tone muscles and help with weight loss"
863,Dumbbell Fix Dumbbell Deadlift,Strength,Lower Back,Hinge,Dumbbells,Intermediate,"Dumbbell Fix Dumbbell Deadlift is a strength-based exercise movement designed to increase core and upper body strength Using light or heavy dumbbells, it involves gripping two dumbbells and bending at the hips and knees to lower the weights along the front of your legs as you simultaneously push your hips back and bend your knees Once you reach the bottom of the movement, rise back up to the starting position and repeat for as many repetitions as desired"
864,Dumbbell Skier,Strength,Lower Back,Push,Dumbbells,Intermediate,"The Dumbbell Skier fitness movement is a great way to improve your cardiovascular fitness and leg strength It involves performing a squat while moving side-to-side with a set of light dumbbells, imitating the movement of a skier By varying the intensity and speed of your squats and incorporating additional arm movements, this exercise can offer a full-body workout that is great for burning calories and improving functional movement"
865,Dumbbell Kickstand Deadlift,Strength,Lower Back,Hinge,Dumbbells,Intermediate,"The Dumbbell Kickstand Deadlift is a great full-body fitness movement that develops overall strength and stability It works the muscles of the legs, glutes, and lower back while challenging your balance, coordination, and core strength This movement not only helps build functional strength, but can also burn calories and increase metabolism"
866,Single-Leg Stiff-Legged Deadlift To Row,Strength,Lower Back,Hinge,Dumbbells,Intermediate,Thesingle-leg stiff-legged deadlift to row is a dynamic and challenging exercise that helps to strengthen the core and lower back muscles while also engaging the upper back muscles and improving balance and coordination It is an excellent way of targeting the posterior chain in a comprehensive way and can help to improve posture and overall physical fitness
867,Atlas Stones,Strongman,Lower Back,Squat,Other,Intermediate,"Atlas Stones, also known as Hercules Stones, is a strength-training movement originating from the Highland Games of Scotland It involves lifting a large round stone, ranging from 12kg - 158kg in weight, off the ground and onto a raised platform using only the body's strength It requires excellent body control, coordination and power, and has become a popular exercise among fitness enthusiasts looking to challenge themselves in novel ways"
868,Axle Deadlift,Strongman,Lower Back,Hinge,Other,Beginner,"The Axle Deadlift is a full-body strength-training exercise that builds muscular strength and endurance in the upper and lower body This exercise involves lifting an Axle barbell from the ground up to hips level while keeping a stable posture and stiff spine It primarily works the posterior chain muscles such as the glutes, hamstrings, back, abdominals, and rhomboids This full-body exercise also allows for more intense loading and can be progressed as you become stronger"
869,Atlas Stone Trainer,Strongman,Lower Back,Squat,Other,Beginner,"Atlas Stone Trainer is a fitness movement that focuses on utilizing the common strength training equipment, the atlas stone, to build full body strength This program provides guidance for proper form and technique to maximize the effectiveness of the atlas stone, as well as programming to develop overall strength, power, and conditioning The program is adaptable for all fitness levels and includes progressive training to ensure continued progress"
