Num,Movements,Exercise Type,Target Muscle,Movement Pattern,Equipment,Skills Level,Desc
218,Janda Sit-Up,Strength,Abs,Hinge,Bodyweight,Beginner,"The Janda Sit-Up is an exercise movement developed by Czech physiotherapist, Professor Vladimir Janda It is a core exercise that targets the lower abdominal muscles and emphasizes correct spinal alignment while emphasizing full abdominal muscle engagement The exercise is used by physical therapists, personal trainers, and fitness enthusiasts to strengthen the core muscles and improve flexibility"
219,Leg Pull-In,Strength,Abs,pull,Bodyweight,Beginner,"Leg Pull-ins is a core exercise that focuses on strengthening the abdominal and hip flexor muscles It is an isometric movement, which involves holding a static position with the legs pulled into the chest ??form which the name of the exercise is derived from This exercise strengthens the muscles involved in stabilising the spinal column and increases overall body strength"
220,Side Jackknife,Strength,Abs,Twist,Bodyweight,Intermediate,"Side Jackknife is a fast-paced and effective full-body exercise movement that targets the core, obliques, and glutes, as well as engaging smaller stabilizer muscles It involves balancing on one foot while reaching the other leg up and out with an arched back Each repetition requires coordination of the mind and body, to ensure the body remains relatively even and balanced while keeping the core contracted"
221,Scissor Kick,Stretching,Abs,Hinge,Bodyweight,Intermediate,"The scissor kick is a multi-joint exercise that targets the core, glutes, hamstrings, and quads It involves lying flat on the floor, raising both legs up in the air at the same time, and then quickly bringing them down and touching the floor with both feet simultaneously This movement can help build low body strength, improve balance, and help with coordination"
222,Toe Touchers,Stretching,Abs,Hinge,Bodyweight,Intermediate,Toe Touchers is an exercise and stretching movement that focuses on improving flexibility through scenarios where one foot is anchored in a fixed position while they reach and touch with the other It helps to improve overall lower-body strength and agility while increasing balance and coordination
223,Lower Back Curl,Stretching,Abs,Hinge,Bodyweight,Intermediate,"Lower Back Curl is a great fitness movement to target and strengthen the lower back muscles It involves laying flat on your back with your knees bent, your arms at your sides, and then lifting your shoulder blades off the floor while keeping your back on the ground This exercise helps to build strength and stability in the lower back muscles, as well as improving stability and posture"
224,Exercise Ball Torso Rotation,Stretching,Abs,Rotation,Bodyweight,Intermediate,"Exercise Ball Torso Rotation is an exercise designed to help strengthen your core muscles and improve upper body strength, stability, and coordination It is a dynamic movement involving a rotation of the torso while sitting or standing on an exercise ball, and is usually performed with a light object such as a medicine ball"
225,Seated Overhead Stretch,Stretching,Abs,Twist,Bodyweight,Intermediate,"The Seated Overhead Stretch is a fitness movement that helps to improve flexibility through range of motion which in turn helps to reduce discomfort from tightness in your neck, shoulders, torso, and back It involves extending your arms up and overhead whilst seated and then gently pulling your arms away from each other, holding for several seconds before releasing As you increase flexibility, you will also be activating your core muscles This movement can be used both as a warmup before exercise, and as part"
226,Overhead Stretch,Stretching,Abs,Twist,Bodyweight,Intermediate,"Overhead Stretch is a fitness movement that helps to stretch and strengthen the arms, shoulders, chest, and mid-back muscles This movement is great for improving posture, balance, flexibility, and overall shoulder mobility It can be done in a variety of positions and can be modified to make more challenging exercises The Overhead Stretch can also be used as part of a warm-up or cool-down routine"
227,Seated Scissor Kick,Strength,Abs,Hinge,Bodyweight,Intermediate,"Seated Scissor Kicks is a low-impact, total body exercise that can be done anywhere and gives a great workout! It involves sitting in a chair with your feet flat on the ground and your hands behind your head From there, you lift your heels off the ground and bring your left knee toward your right elbow and your right knee to your left elbow, therefore creating a ""scissoring"" motion This motion is repeated for a period of time, making your core"
228,Partner Resistance Standing Twist,Strength,Abs,Twist,Bodyweight,Intermediate,"Partner Resistance Standing Twist is a fitness exercise that activates the abs, glutes, legs, and arms It is a great exercise for strengthening the core, improving posture, and improving coordination and balance It requires two partners to stand facing each other, with the nearest partner's arm wrapped around the other's back to provide resistance One partner then proceeds to twist at the waist in a side to side motion, while the other partner provides resistance, with each partner switching roles after each set"
